"class_name","method_name","method_qualified","dependency_kind","type_name","type_qualified","file_path","line_number"
"firebase::firestore::FilterInternal","GreaterThan","firebase::firestore::FilterInternal::GreaterThan","return","Filter","Filter","firestore/src/main/filter_main.cc",47
"firebase::firestore::FilterInternal","NotEqualTo","firebase::firestore::FilterInternal::NotEqualTo","return","Filter","Filter","firestore/src/android/filter_android.cc",112
"firebase::firestore::FilterInternal","NotEqualTo","firebase::firestore::FilterInternal::NotEqualTo","return","Filter","Filter","firestore/src/main/filter_main.cc",42
"firebase::firestore::FilterInternal","ArrayContainsAny","firebase::firestore::FilterInternal::ArrayContainsAny","return","Filter","Filter","firestore/src/android/filter_android.cc",142
"firebase::firestore::FilterInternal","ArrayContainsAny","firebase::firestore::FilterInternal::ArrayContainsAny","return","Filter","Filter","firestore/src/main/filter_main.cc",32
"firebase::firestore::FilterInternal","ArrayContains","firebase::firestore::FilterInternal::ArrayContains","return","Filter","Filter","firestore/src/android/filter_android.cc",137
"firebase::firestore::FilterInternal","ArrayContains","firebase::firestore::FilterInternal::ArrayContains","return","Filter","Filter","firestore/src/main/filter_main.cc",27
"firebase::firestore::FilterInternal","ToJava","firebase::firestore::FilterInternal::ToJava","return","Local<Object>","Local<Object>","firestore/src/android/filter_android.cc",212
"firebase::firestore::FilterInternal","ToCoreFilter","firebase::firestore::FilterInternal::ToCoreFilter","return","error","error","firestore/src/main/filter_main.h",58
"firebase::firestore::ListenerRegistrationInternal","operator=","firebase::firestore::ListenerRegistrationInternal::operator=","return","ListenerRegistrationInternal &","ListenerRegistrationInternal &","firestore/src/main/listener_registration_main.h",40
"firebase::firestore::ListenerRegistrationInternal","operator=","firebase::firestore::ListenerRegistrationInternal::operator=","return","ListenerRegistrationInternal &","ListenerRegistrationInternal &","firestore/src/android/listener_registration_android.h",69
"firebase::firestore::ListenerRegistrationInternal","operator=","firebase::firestore::ListenerRegistrationInternal::operator=","return","ListenerRegistrationInternal &","ListenerRegistrationInternal &","firestore/src/android/listener_registration_android.h",71
"firebase::firestore::ListenerRegistrationInternal","firestore_internal","firebase::firestore::ListenerRegistrationInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/listener_registration_main.h",43
"firebase::firestore::ListenerRegistrationInternal","firestore_internal","firebase::firestore::ListenerRegistrationInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/android/listener_registration_android.h",74
"firebase::firestore::LoadBundleTaskProgress","operator=","firebase::firestore::LoadBundleTaskProgress::operator=","return","LoadBundleTaskProgress &","LoadBundleTaskProgress &","firestore/src/include/firebase/firestore/load_bundle_task_progress.h",27
"firebase::firestore::LoadBundleTaskProgress","state","firebase::firestore::LoadBundleTaskProgress::state","return","State","State","firestore/src/include/firebase/firestore/load_bundle_task_progress.h",64
"firebase::firestore::Settings","operator=","firebase::firestore::Settings::operator=","return","Settings &","Settings &","firestore/src/include/firebase/firestore/settings.h",92
"firebase::firestore::Settings","operator=","firebase::firestore::Settings::operator=","return","Settings &","Settings &","firestore/src/include/firebase/firestore/settings.h",104
"firebase::firestore::Settings","ToString","firebase::firestore::Settings::ToString","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/common/settings.cc",62
"firebase::firestore::Settings","host","firebase::firestore::Settings::host","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/src/include/firebase/firestore/settings.h",109
"firebase::firestore::Transaction","operator=","firebase::firestore::Transaction::operator=","return","Transaction &","Transaction &","firestore/src/include/firebase/firestore/transaction.h",63
"firebase::firestore::Transaction","Get","firebase::firestore::Transaction::Get","return","DocumentSnapshot","DocumentSnapshot","firestore/src/common/transaction.cc",88
"firebase::firestore::WriteBatch","operator=","firebase::firestore::WriteBatch::operator=","return","WriteBatch &","WriteBatch &","firestore/src/common/write_batch.cc",74
"firebase::firestore::WriteBatch","operator=","firebase::firestore::WriteBatch::operator=","return","WriteBatch &","WriteBatch &","firestore/src/common/write_batch.cc",90
"firebase::firestore::WriteBatch","Delete","firebase::firestore::WriteBatch::Delete","return","WriteBatch &","WriteBatch &","firestore/src/common/write_batch.cc",132
"firebase::firestore::WriteBatch","Set","firebase::firestore::WriteBatch::Set","return","WriteBatch &","WriteBatch &","firestore/src/common/write_batch.cc",104
"firebase::firestore::WriteBatch","Commit","firebase::firestore::WriteBatch::Commit","return","Future<void>","Future<void>","firestore/src/common/write_batch.cc",140
"firebase::firestore::WriteBatch","Update","firebase::firestore::WriteBatch::Update","return","WriteBatch &","WriteBatch &","firestore/src/common/write_batch.cc",114
"firebase::firestore::WriteBatch","Update","firebase::firestore::WriteBatch::Update","return","WriteBatch &","WriteBatch &","firestore/src/common/write_batch.cc",123
"firebase::firestore::TransactionOptions","operator=","firebase::firestore::TransactionOptions::operator=","return","TransactionOptions &","TransactionOptions &","firestore/src/include/firebase/firestore/transaction_options.h",68
"firebase::firestore::TransactionOptions","operator=","firebase::firestore::TransactionOptions::operator=","return","TransactionOptions &","TransactionOptions &","firestore/src/include/firebase/firestore/transaction_options.h",83
"firebase::firestore::TransactionOptions","ToString","firebase::firestore::TransactionOptions::ToString","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/common/transaction_options.cc",36
"firebase::firestore::FirestoreIntegrationTest","operator=","firebase::firestore::FirestoreIntegrationTest::operator=","return","FirestoreIntegrationTest &","FirestoreIntegrationTest &","firestore/integration_test_internal/src/firestore_integration_test.h",234
"firebase::firestore::FirestoreInfo","operator=","firebase::firestore::FirestoreInfo::operator=","return","FirestoreInfo &","FirestoreInfo &","firestore/integration_test_internal/src/firestore_integration_test.h",427
"firebase::firestore::FirestoreInfo","firestore","firebase::firestore::FirestoreInfo::firestore","return","Firestore *","Firestore *","firestore/integration_test_internal/src/firestore_integration_test.h",438
"firebase::firestore::FirestoreInfo","name","firebase::firestore::FirestoreInfo::name","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/integration_test_internal/src/firestore_integration_test.h",437
"firebase::firestore::FirestoreInfo","database_id","firebase::firestore::FirestoreInfo::database_id","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/integration_test_internal/src/firestore_integration_test.h",439
"firebase::firestore::Stopwatch","operator=","firebase::firestore::Stopwatch::operator=","return","Stopwatch &","Stopwatch &","firestore/integration_test_internal/src/firestore_integration_test.h",184
"firebase::firestore::Stopwatch","elapsed_time","firebase::firestore::Stopwatch::elapsed_time","return","duration<double, ratio<1L, 1L>>","duration<double, ratio<1L, 1L>>","firestore/integration_test_internal/src/firestore_integration_test.h",188
"firebase::firestore::TestEventListener<T>","last_result","firebase::firestore::TestEventListener<T>::last_result","return","T &","T &","firestore/integration_test_internal/src/firestore_integration_test.h",123
"firebase::firestore::TestEventListener<T>","GetEventsInRange","firebase::firestore::TestEventListener<T>::GetEventsInRange","return","vector<T, allocator<T>>","vector<T, allocator<T>>","firestore/integration_test_internal/src/firestore_integration_test.h",154
"firebase::firestore::TestEventListener<T>","first_error_code","firebase::firestore::TestEventListener<T>::first_error_code","return","error","error","firestore/integration_test_internal/src/firestore_integration_test.h",144
"firebase::firestore::TestEventListener<T>","first_error_message","firebase::firestore::TestEventListener<T>::first_error_message","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/integration_test_internal/src/firestore_integration_test.h",139
"firebase::firestore::TestEventListener<T>","AttachTo","firebase::firestore::TestEventListener<T>::AttachTo","return","ListenerRegistration","ListenerRegistration","firestore/integration_test_internal/src/firestore_integration_test.h",130
"firebase::firestore::FirestoreDebugLogEnabler","operator=","firebase::firestore::FirestoreDebugLogEnabler::operator=","return","FirestoreDebugLogEnabler &","FirestoreDebugLogEnabler &","firestore/integration_test_internal/src/firestore_integration_test.h",221
"firebase::firestore::jni::Env","operator=","firebase::firestore::jni::Env::operator=","return","Env &","Env &","firestore/src/jni/env.h",88
"firebase::firestore::jni::Env","operator=","firebase::firestore::jni::Env::operator=","return","Env &","Env &","firestore/src/jni/env.h",91
"firebase::firestore::jni::Env","get","firebase::firestore::jni::Env::get","return","<error-type> *","<error-type> *","firestore/src/jni/env.h",97
"firebase::firestore::jni::Env","Get","firebase::firestore::jni::Env::Get","return","type","type","firestore/src/jni/env.h",276
"firebase::firestore::jni::Env","Get","firebase::firestore::jni::Env::Get","return","Object","Object","firestore/src/jni/env.h",276
"firebase::firestore::jni::Env","GetMethodId","firebase::firestore::jni::Env::GetMethodId","return","error","error","firestore/src/jni/env.cc",144
"firebase::firestore::jni::Env","FindClass","firebase::firestore::jni::Env::FindClass","return","Local<Class>","Local<Class>","firestore/src/jni/env.cc",81
"firebase::firestore::jni::Env","Call","firebase::firestore::jni::Env::Call","return","type","type","firestore/src/jni/env.h",210
"firebase::firestore::jni::Env","Call","firebase::firestore::jni::Env::Call","return","type","type","firestore/src/jni/env.h",219
